Val AUC,Val Accuracy,Test AUC,Test Accuracy,Sensitivity,Specificity,TP,TN,FP,FN,ntrain,nval,ntest
0.7734222222222223,0.7352941176470589,0.5565217391304348,0.5625,0.32,0.8260869565217391,8,19,4,17,678,170,48
