Val AUC,Val Accuracy,Test AUC,Test Accuracy,Sensitivity,Specificity,TP,TN,FP,FN,ntrain,nval,ntest
0.6868149076103978,0.593939393939394,0.6576576576576576,0.6438356164383562,0.5,0.7837837837837838,18,29,8,18,658,165,73
