Val AUC,Val Accuracy,Test AUC,Test Accuracy,Sensitivity,Specificity,TP,TN,FP,FN,ntrain,nval,ntest
0.6740259740259741,0.6277777777777778,0.6566233766233767,0.5888888888888889,0.42857142857142855,0.6909090909090909,15,38,17,20,626,180,90
