epoch,train_loss,val_auc,val_acc
1,5.689172082958799,0.6570623238333855,0.6242424242424243
2,5.318880049387614,0.672408393360476,0.6242424242424243
3,5.173234942465117,0.6944879423739431,0.6242424242424243
4,5.051885616418087,0.6896335734419041,0.6242424242424243
5,4.957364215272846,0.7004384591293454,0.6242424242424243
6,4.8558516242287375,0.6962104603820858,0.6242424242424243
7,4.830552930542917,0.6987159411212027,0.6242424242424243
8,4.730318083907619,0.7040400876918258,0.6242424242424243
9,4.69946849418409,0.6631694331349829,0.6242424242424243
10,4.675855648156368,0.692139054181021,0.6242424242424243
11,4.635958451935739,0.6911994989038521,0.6242424242424243
12,4.614957662062212,0.6902599436266833,0.6242424242424243
13,4.601212348360004,0.6821171312245538,0.6242424242424243
14,4.584078834996079,0.6921390541810211,0.6242424242424243
15,4.57754464004979,0.6918258690886314,0.6242424242424243
16,4.545593146121863,0.6966802380206703,0.6242424242424243
17,4.525112946828206,0.6974632007516443,0.6242424242424243
18,4.54941498149525,0.6988725336673973,0.6242424242424243
19,4.540317165490353,0.6971500156592545,0.6242424242424243
20,4.574579539443508,0.6974632007516443,0.6242424242424243
21,4.591112428722959,0.6969934231130599,0.6242424242424243
22,4.5289995973760435,0.6965236454744754,0.6242424242424243
23,4.5303696950276695,0.6965236454744754,0.6242424242424243
24,4.554151410767527,0.6949577200125274,0.6242424242424243
25,4.533465102224639,0.6888506107109302,0.6242424242424243
26,4.522476439042525,0.6962104603820859,0.6242424242424243
27,4.561363373380718,0.6922956467272159,0.6242424242424243
28,4.5255265062505545,0.702317569683683,0.6242424242424243
29,4.528872660434607,0.6924522392734106,0.6242424242424243
30,4.538896760073575,0.7067021609771375,0.6242424242424243
31,4.52453657208067,0.710930159724397,0.6242424242424243
32,4.492228060057669,0.6982461634826183,0.6242424242424243
33,4.50932417493878,0.6875978703413718,0.6242424242424243
34,4.463988390835849,0.6869715001565926,0.6242424242424243
35,4.451458009084066,0.6843094268712809,0.6242424242424243
36,4.412781059380734,0.7040400876918259,0.6242424242424243
37,4.386590353647867,0.689007203257125,0.6242424242424243
38,4.397676895603989,0.6846226119636705,0.6242424242424243
39,4.361012054212166,0.6816473535859693,0.6242424242424243
40,4.368466599782308,0.7038834951456311,0.6242424242424243
41,4.3332879788947825,0.6930786094581898,0.6242424242424243
42,4.312317592447454,0.7146883808330724,0.6242424242424243
43,4.292143110795455,0.6930786094581898,0.6242424242424243
44,4.273537492752075,0.6979329783902287,0.6242424242424243
45,4.298030716000182,0.6915126839962418,0.6242424242424243
46,4.246053353222933,0.6974632007516441,0.6242424242424243
47,4.180011214631977,0.6969934231130599,0.6242424242424243
48,4.161251575296576,0.6877544628875665,0.6242424242424243
49,4.180765175096917,0.6605073598496711,0.6242424242424243
50,4.158319815722379,0.695270905104917,0.6242424242424243
51,4.114525190989176,0.6940181647353586,0.6242424242424243
52,4.208645129926277,0.6979329783902286,0.6242424242424243
53,4.185186605742484,0.6904165361728781,0.6242424242424243
54,4.059196495287346,0.6886940181647354,0.6242424242424243
55,4.047047565922592,0.6971500156592547,0.6242424242424243
56,4.149688949006976,0.6938615721891639,0.6242424242424243
57,4.097214152596214,0.6907297212652677,0.6242424242424243
58,4.099227045521592,0.6874412777951769,0.6242424242424243
59,4.136880390571825,0.6910429063576574,0.6242424242424243
60,4.08760986328125,0.6916692765424366,0.6242424242424243
61,4.10316613370722,0.6922956467272158,0.6242424242424243
62,4.137818725181348,0.6897901659880988,0.6242424242424243
63,4.08038327332699,0.6865017225180081,0.6242424242424243
64,4.092744528163563,0.6875978703413719,0.6242424242424243
65,4.084230639717796,0.6932352020043846,0.6242424242424243
66,4.108134797125151,0.6891637958033198,0.6242424242424243
67,4.064467310182976,0.6921390541810208,0.6242424242424243
