Val AUC,Val Accuracy,Test AUC,Test Accuracy,Sensitivity,Specificity,TP,TN,FP,FN,ntrain,nval,ntest
0.7366113373003444,0.6787878787878788,0.6358858858858859,0.5068493150684932,0.0,1.0,0,37,0,36,658,165,73
