Val AUC,Val Accuracy,Test AUC,Test Accuracy,Sensitivity,Specificity,TP,TN,FP,FN,ntrain,nval,ntest
0.7489821484497338,0.6666666666666666,0.6651651651651651,0.5068493150684932,0.027777777777777776,0.972972972972973,1,36,1,35,658,165,73
