Val AUC,Val Accuracy,Test AUC,Test Accuracy,Sensitivity,Specificity,TP,TN,FP,FN,ntrain,nval,ntest
0.6954274976511119,0.6121212121212121,0.6569069069069069,0.6027397260273972,0.6388888888888888,0.5675675675675675,23,21,16,13,658,165,73
