Val AUC,Val Accuracy,Test AUC,Test Accuracy,Sensitivity,Specificity,TP,TN,FP,FN,ntrain,nval,ntest
0.7452444444444445,0.32941176470588235,0.4156521739130435,0.5,0.92,0.043478260869565216,23,1,22,2,678,170,48
