Val AUC,Val Accuracy,Test AUC,Test Accuracy,Sensitivity,Specificity,TP,TN,FP,FN,ntrain,nval,ntest
0.6648919511431255,0.5454545454545454,0.6231231231231231,0.547945205479452,0.6388888888888888,0.4594594594594595,23,17,20,13,658,165,73
