Val AUC,Val Accuracy,Test AUC,Test Accuracy,Sensitivity,Specificity,TP,TN,FP,FN,ntrain,nval,ntest
0.7422486689633574,0.45454545454545453,0.545045045045045,0.4931506849315068,0.6944444444444444,0.2972972972972973,25,11,26,11,658,165,73
