Val AUC,Val Accuracy,Test AUC,Test Accuracy,Sensitivity,Specificity,TP,TN,FP,FN,ntrain,nval,ntest
0.7630074328187536,0.6569767441860465,0.4545454545454546,0.525,0.3333333333333333,0.6818181818181818,6,15,7,12,684,172,40
