epoch,train_loss,val_auc,val_acc
1,0.7148948142751615,0.677958833619211,0.5
2,0.6948145664574807,0.6826758147512865,0.47674418604651164
3,0.686980478596269,0.7082618639222413,0.5406976744186046
4,0.6586776523910768,0.696969696969697,0.5872093023255814
5,0.6335941818025377,0.7204116638078902,0.6511627906976745
6,0.6296161402735794,0.7204116638078902,0.6453488372093024
7,0.6440268028200719,0.7244139508290453,0.627906976744186
8,0.6296053439901587,0.7251286449399658,0.6744186046511628
9,0.6448845697773827,0.7265580331618068,0.5348837209302325
10,0.6113969575591952,0.7134076615208691,0.6162790697674418
11,0.5941324922425008,0.7339908519153803,0.6976744186046512
12,0.5699052261678796,0.7234133790737565,0.5988372093023255
13,0.5910496619361186,0.7405660377358491,0.686046511627907
14,0.5791953263575571,0.7135506003430533,0.6162790697674418
15,0.5719416434304756,0.732275586049171,0.6686046511627907
16,0.5508529704216628,0.7236992567181246,0.5813953488372093
17,0.5393139396668875,0.7191252144082333,0.563953488372093
18,0.5002220843793356,0.7457118353344768,0.6686046511627907
19,0.5329257173147816,0.7452830188679245,0.6453488372093024
20,0.4570548852459032,0.7534305317324186,0.6511627906976745
21,0.4553960566980797,0.7214122355631789,0.6162790697674418
22,0.463539722544408,0.7372784448256147,0.5232558139534884
23,0.4871385857375742,0.7568610634648371,0.5872093023255814
24,0.4371895522576327,0.7407089765580332,0.45930232558139533
25,0.42157355142615693,0.7542881646655232,0.6686046511627907
26,0.41005399927758335,0.7570040022870211,0.6395348837209303
27,0.4096371868723317,0.7238421955403087,0.38372093023255816
28,0.3734252238918466,0.7630074328187536,0.6569767441860465
29,0.36722587423714975,0.7372784448256146,0.5058139534883721
30,0.36546508214104245,0.7018296169239566,0.6162790697674418
31,0.3667861598364094,0.7468553459119497,0.6337209302325582
32,0.34873398598174604,0.7532875929102345,0.6627906976744186
33,0.34204906708838645,0.7578616352201257,0.6802325581395349
34,0.33697376840295845,0.7604345340194397,0.6976744186046512
35,0.32608465771926076,0.7395654659805604,0.6337209302325582
36,0.33750795708065146,0.7194110920526015,0.6162790697674418
37,0.32116931045090247,0.747141223556318,0.6104651162790697
38,0.3445881314967808,0.7142652944539737,0.6162790697674418
39,0.3287237054771847,0.7302744425385934,0.6104651162790697
40,0.28284666656750684,0.7488564894225272,0.6337209302325582
41,0.3189133903697917,0.7405660377358491,0.6569767441860465
42,0.2874797351484062,0.7555746140651801,0.6627906976744186
43,0.3315121739318496,0.7457118353344769,0.686046511627907
44,0.3113216132535572,0.7265580331618068,0.6627906976744186
45,0.30176621749561433,0.7395654659805604,0.686046511627907
46,0.3325096825410051,0.7565751858204688,0.6802325581395349
47,0.2825092442377269,0.7419954259576901,0.6162790697674418
48,0.3148920322980797,0.7451400800457404,0.6511627906976745
49,0.2702375517297558,0.7547169811320755,0.6627906976744186
50,0.33081276841156665,0.7411377930245855,0.6453488372093024
51,0.2843772068358304,0.7491423670668954,0.6511627906976745
52,0.32274141450200167,0.7421383647798743,0.6453488372093024
53,0.3050525928275627,0.7501429388221841,0.6046511627906976
