Val AUC,Val Accuracy,Test AUC,Test Accuracy,Sensitivity,Specificity,TP,TN,FP,FN,ntrain,nval,ntest
0.634669589727529,0.5696969696969697,0.5900900900900901,0.547945205479452,0.25,0.8378378378378378,9,31,6,27,658,165,73
