Val AUC,Val Accuracy,Test AUC,Test Accuracy,Sensitivity,Specificity,TP,TN,FP,FN,ntrain,nval,ntest
0.7384904478546822,0.696969696969697,0.5975975975975976,0.5205479452054794,0.027777777777777776,1.0,1,37,0,35,658,165,73
