Val AUC,Val Accuracy,Test AUC,Test Accuracy,Sensitivity,Specificity,TP,TN,FP,FN,ntrain,nval,ntest
0.7095208268086439,0.6242424242424243,0.536036036036036,0.5068493150684932,0.0,1.0,0,37,0,36,658,165,73
