epoch,train_loss,val_auc,val_acc
1,0.1772380618886514,0.6537738803632948,0.503030303030303
2,0.17310001534042938,0.6520513623551519,0.6242424242424243
3,0.15835819470159934,0.6575321014719699,0.5575757575757576
4,0.15006325669360884,0.6575321014719699,0.6303030303030303
5,0.14348149891152526,0.6603507673034763,0.5757575757575758
6,0.1381758995241288,0.663795803319762,0.6363636363636364
7,0.1430667398779681,0.6572189163795804,0.5878787878787879
8,0.12120203624169032,0.6672408393360476,0.6606060606060606
9,0.11727121444983464,0.6542436580018791,0.593939393939394
10,0.1179870767801097,0.6545568430942688,0.6363636363636364
11,0.08956443193848386,0.6565925461948011,0.6363636363636364
12,0.10743407193909991,0.6554963983714376,0.6242424242424243
13,0.10406890701163898,0.658315064202944,0.6181818181818182
14,0.08752299101289475,0.6526777325399311,0.6242424242424243
15,0.08325341972663547,0.6562793611024115,0.6121212121212121
16,0.08675983184666344,0.6620732853116191,0.6181818181818182
17,0.09593630618782657,0.6628562480425932,0.6242424242424243
18,0.09332392011402231,0.6620732853116191,0.6181818181818182
19,0.0824959249969459,0.6623864704040088,0.6303030303030303
20,0.09058918188692945,0.6619166927654243,0.6181818181818182
21,0.08890317261896351,0.6619166927654243,0.6181818181818182
22,0.09182635692202232,0.6625430629502036,0.6181818181818182
23,0.08037107863435239,0.6623864704040088,0.6242424242424243
24,0.08264760658935164,0.6652051362355151,0.6242424242424243
25,0.08942296894436533,0.6670842467898527,0.6121212121212121
26,0.08390902604230425,0.6652051362355152,0.6242424242424243
27,0.07536376540436211,0.666144691512684,0.6121212121212121
28,0.08935814442000155,0.6620732853116191,0.6242424242424243
29,0.09142839631460833,0.660663952395866,0.6303030303030303
30,0.07574700869930287,0.6656749138740995,0.6121212121212121
31,0.07507975381996596,0.6550266207328531,0.6242424242424243
32,0.08316034225351883,0.6547134356404635,0.6242424242424243
33,0.07814435399998206,0.6481365487002818,0.6060606060606061
