Val AUC,Val Accuracy,Test AUC,Test Accuracy,Sensitivity,Specificity,TP,TN,FP,FN,ntrain,nval,ntest
0.6656749138740996,0.6060606060606061,0.6073573573573573,0.5342465753424658,0.3055555555555556,0.7567567567567568,11,28,9,25,658,165,73
