,Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3)
0,1,34.75503921508789,-90.77501344680786,-1.0644943714141846,11.072718395069122,90000
1,1a,42.75503635406494,-101.71250927448273,9.560479879379272,10.953069237682943,
2,1b,36.75503849983215,-93.90001225471497,0.26362740993499756,10.781003593859898,
3,1c,24.755042791366577,-87.65001463890076,10.888601660728455,10.740063566562215,
