Val AUC,Val Accuracy,Test AUC,Test Accuracy,Sensitivity,Specificity,TP,TN,FP,FN,ntrain,nval,ntest
0.7485123708111493,0.4727272727272727,0.5915915915915916,0.5068493150684932,0.9166666666666666,0.10810810810810811,33,4,33,3,658,165,73
