Val AUC,Val Accuracy,Test AUC,Test Accuracy,Sensitivity,Specificity,TP,TN,FP,FN,ntrain,nval,ntest
0.6813341684935798,0.593939393939394,0.5765765765765766,0.5068493150684932,0.16666666666666666,0.8378378378378378,6,31,6,30,658,165,73
